name,sec1_mean,sec1_std,sec2_mean,sec2_std,sec3_mean,sec3_std,sec4_mean,sec4_std,sec5_mean,sec5_std,sec6_mean,sec6_std,sec7_mean,sec7_std,sec8_mean,sec8_std,sec9_mean,sec9_std,sec10_mean,sec10_std,sec11_mean,sec11_std,sec12_mean,sec12_std,sec13_mean,sec13_std,sec14_mean,sec14_std,sec15_mean,sec15_std,sec16_mean,sec16_std,sec17_mean,sec17_std,sec18_mean,sec18_std,sec19_mean,sec19_std,sec20_mean,sec20_std,sec21_mean,sec21_std,sec22_mean,sec22_std,sec23_mean,sec23_std,sec24_mean,sec24_std,sec25_mean,sec25_std,sec26_mean,sec26_std,sec27_mean,sec27_std,sec28_mean,sec28_std,sec29_mean,sec29_std,sec30_mean,sec30_std,sec31_mean,sec31_std,sec32_mean,sec32_std,sec33_mean,sec33_std,sec34_mean,sec34_std,sec35_mean,sec35_std,sec36_mean,sec36_std,sec37_mean,sec37_std,sec38_mean,sec38_std,sec39_mean,sec39_std,sec40_mean,sec40_std,sec41_mean,sec41_std,sec42_mean,sec42_std,sec43_mean,sec43_std,sec44_mean,sec44_std,sec45_mean,sec45_std,sec46_mean,sec46_std,sec47_mean,sec47_std,sec48_mean,sec48_std,sec49_mean,sec49_std,sec50_mean,sec50_std,sec51_mean,sec51_std,sec52_mean,sec52_std,sec53_mean,sec53_std,sec54_mean,sec54_std,sec55_mean,sec55_std,sec56_mean,sec56_std,sec57_mean,sec57_std,sec58_mean,sec58_std,sec59_mean,sec59_std,sec60_mean,sec60_std,sec61_mean,sec61_std,sec62_mean,sec62_std,sec63_mean,sec63_std,sec64_mean,sec64_std,sec65_mean,sec65_std,sec66_mean,sec66_std,sec67_mean,sec67_std,sec68_mean,sec68_std,sec69_mean,sec69_std,sec70_mean,sec70_std,sec71_mean,sec71_std,sec72_mean,sec72_std,sec73_mean,sec73_std,sec74_mean,sec74_std,sec75_mean,sec75_std,sec76_mean,sec76_std,sec77_mean,sec77_std,sec78_mean,sec78_std,sec79_mean,sec79_std,sec80_mean,sec80_std,sec81_mean,sec81_std,sec82_mean,sec82_std,sec83_mean,sec83_std,sec84_mean,sec84_std,sec85_mean,sec85_std,sec86_mean,sec86_std,sec87_mean,sec87_std,sec88_mean,sec88_std,sec89_mean,sec89_std,sec90_mean,sec90_std,sec91_mean,sec91_std,sec92_mean,sec92_std,sec93_mean,sec93_std,sec94_mean,sec94_std,sec95_mean,sec95_std,sec96_mean,sec96_std,sec97_mean,sec97_std,sec98_mean,sec98_std,sec99_mean,sec99_std,sec100_mean,sec100_std
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9125,22.00067825659018,1.275,17.986088374074004,5.1,35.70000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.675,71.11483231366013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.375,39.81186223978979,3.1875,28.33111970519344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0125,41.70146692563704,3.825,30.995876741915207,20.4,69.17976582787773,23.5875,73.88127194187983,28.05,79.78688802052628,12.75,55.57596153014359,12.75,55.57596153014359,8.2875,45.21758334707861,0.0,0.0,0.0,0.0,14.025,58.134966887407785,14.025,58.13496688740778,0.0,0.0,22.3125,72.05442279104038,29.325,81.3505954188413,5.7375,37.81723937240792,0.0,0.0,12.75,55.57596153014359,6.375,39.81186223978979,0.0,0.0,13.3875,56.873432670711914,14.025,58.134966887407785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,5.1,35.7,10.2,49.96959075277684,32.5125,85.05071924299052,0.6375,12.734052526591837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1875,28.33111970519344,14.025,58.13496688740778,0.0,0.0,5.1,35.7,0.0,0.0,15.3,60.55914464389336,7.0125,41.70146692563704,0.0,0.0,0.0,0.0,11.475,52.862551726151096,14.6625,59.362855336902385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65,43.49974137854155,12.75,55.57596153014359,14.025,58.134966887407785,15.3,60.55914464389337,5.1,35.70000000000001,0.0,0.0,0.0,0.0,1.9125,22.00067825659018,0.0,0.0,12.1125,54.23997459208476,11.475,52.862551726151096,25.5,76.5,8.925,46.863838671197215,0.0,0.0,5.1,35.7,0.0,0.0,0.0,0.0
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2875,45.2175833470786,13.3875,56.87343267071191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.275,17.986088374074,12.75,55.57596153014359,25.5,76.5,20.4,69.17976582787773,19.125,67.16479267443621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7625,68.18270377265777,0.0,0.0,3.1875,28.33111970519344,5.1,35.7,0.6375,12.734052526591837,19.7625,68.18270377265777,0.0,0.0,0.0,0.0,0.0,0.0,11.475,52.8625517261511,1.275,17.986088374074004,0.0,0.0,5.1,35.7,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,7.0125,41.70146692563704,7.0125,41.70146692563704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3125,72.05442279104038,0.0,0.0,0.0,0.0,0.0,0.0,5.1,35.7,16.575,62.864094481667344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.25,91.05321246392134,10.2,49.96959075277684,0.0,0.0,1.275,17.986088374074,33.7875,86.45355599250964,0.0,0.0,0.0,0.0,0.0,0.0,1.9125,22.00067825659018,7.65,43.49974137854155,5.1,35.7,13.3875,56.87343267071191,12.75,55.57596153014359,14.6625,59.362855336902385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1875,28.33111970519344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9375,61.72567208018071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65,43.49974137854155,32.5125,85.05071924299052,12.75,55.57596153014359,20.4,69.17976582787773,13.3875,56.873432670711914,2.55,25.372179646218807,0.0,0.0,0.0,0.0,0.0,0.0,14.6625,59.36285533690239,8.2875,45.2175833470786,10.8375,51.44036444029144,0.0,0.0,0.0,0.0,0.0,0.0,15.9375,61.72567208018071,5.1,35.70000000000001,0.0,0.0,0.0,0.0,15.9375,61.72567208018071,0.0,0.0,0.0,0.0,0.0,0.0,5.1,35.7,0.0,0.0,0.0,0.0,14.025,58.13496688740778,0.0,0.0,12.75,55.57596153014359,0.6375,12.734052526591837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,17.2125,63.97591221506732,0.6375,12.734052526591837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1125,54.23997459208476,5.7375,37.817239372407926,0.0,0.0,0.0,0.0,23.5875,73.88127194187983,3.1875,28.33111970519344,0.0,0.0,0.0,0.0,0.0,0.0,14.025,58.13496688740778,11.475,52.8625517261511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1125,54.23997459208476,20.4,69.17976582787773,15.9375,61.72567208018071,28.05,79.78688802052628,40.1625,92.88924100104383,0.0,0.0,5.1,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7375,37.81723937240791,3.825,30.995876741915207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.275,17.986088374074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65,43.49974137854155,17.2125,63.97591221506732,12.1125,54.23997459208475,13.3875,56.873432670711914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6625,59.36285533690239,0.0,0.0,5.1,35.7,10.8375,51.44036444029144,2.55,25.372179646218807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.825,30.995876741915207,8.925,46.863838671197215,5.1,35.7,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7375,37.81723937240792,7.0125,41.70146692563704,0.0,0.0,0.0,0.0,0.6375,12.734052526591839,17.85,65.06248919308267,0.0,0.0,0.0,0.0,0.0,0.0,5.1,35.7,0.0,0.0,14.6625,59.36285533690239,0.0,0.0,0.0,0.0,13.3875,56.873432670711914,19.125,67.16479267443621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,35.7,16.575,62.864094481667344,6.375,39.81186223978979,34.425,87.13951098669305,25.5,76.5,5.1,35.7,0.0,0.0,20.4,69.17976582787773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.025,58.134966887407785,25.5,76.5,1.9125,22.00067825659018,33.15,85.7573757760812,8.2875,45.2175833470786,49.725,101.03118021185341,2.55,25.37217964621881,1.9125,22.00067825659018,0.0,0.0,0.0,0.0,5.1,35.7,9.5625,48.44580573950649,22.95,72.97634890839635,23.5875,73.88127194187983,28.05,79.78688802052628
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6375,12.734052526591839,21.0375,70.15686775897282,29.325,81.3505954188413,20.4,69.17976582787774,2.55,25.372179646218807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.025,58.13496688740778,0.0,0.0,10.8375,51.44036444029144,5.1,35.7,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3875,56.87343267071191,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7875,86.45355599250964,0.0,0.0,0.0,0.0,10.8375,51.44036444029144,1.9125,22.00067825659018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2125,63.97591221506732,13.3875,56.87343267071191,8.2875,45.2175833470786,14.6625,59.362855336902385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2875,45.217583347078595,10.8375,51.44036444029144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1875,28.33111970519344,0.0,0.0,0.0,0.0,3.1875,28.33111970519344,0.0,0.0,0.0,0.0,1.9125,22.00067825659018
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0125,41.70146692563704,16.575,62.86409448166735,49.725,101.03118021185341,17.2125,63.97591221506732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,7.0125,41.70146692563705,3.1875,28.33111970519344,3.825,30.995876741915204,8.925,46.863838671197215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,1.275,17.986088374074004,2.55,25.37217964621881,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,8.925,46.863838671197215,8.2875,45.2175833470786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1875,28.33111970519344,5.1,35.7,19.125,67.16479267443621,0.0,0.0,15.9375,61.72567208018071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.925,46.863838671197215,14.025,58.13496688740778,4.4625,33.43685980695556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,25.372179646218807,0.0,0.0,0.0,0.0,0.0,0.0,6.375,39.81186223978979
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9125,22.00067825659018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0125,41.70146692563704,8.2875,45.2175833470786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8375,51.44036444029144,12.75,55.57596153014359,3.825,30.995876741915207,0.0,0.0,0.0,0.0,5.1,35.7,0.0,0.0,0.0,0.0,3.825,30.995876741915204,17.85,65.06248919308267,1.9125,22.000678256590177,0.0,0.0,9.5625,48.44580573950649,15.3,60.55914464389337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,8.925,46.863838671197215,0.0,0.0,0.0,0.0,13.3875,56.873432670711914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,3.1875,28.33111970519344,5.1,35.699999999999996,0.0,0.0,0.0,0.0,15.9375,61.72567208018071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.825,30.995876741915204,13.3875,56.873432670711914,0.0,0.0,0.0,0.0,8.2875,45.2175833470786,10.8375,51.44036444029144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7375,37.817239372407926,13.3875,56.87343267071191,12.75,55.57596153014359,10.8375,51.44036444029144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,35.7,0.0,0.0
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0125,41.70146692563704,3.825,30.995876741915207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.575,62.864094481667344,9.5625,48.44580573950649,8.925,46.863838671197215,15.3,60.55914464389337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,49.96959075277684,3.1875,28.33111970519344,29.325,81.3505954188413,15.9375,61.72567208018071,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,1.9125,22.00067825659018,5.7375,37.817239372407926,0.6375,12.734052526591837,12.1125,54.23997459208476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.475,52.8625517261511,1.275,17.986088374074,1.9125,22.000678256590177,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4875,66.12506970695759,0.0,0.0,0.0,0.0,15.9375,61.72567208018071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1875,28.33111970519344,15.9375,61.72567208018071,15.9375,61.72567208018071,3.1875,28.33111970519344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1875,28.33111970519344,0.0,0.0,19.7625,68.18270377265777
cachua,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,17.2125,63.97591221506732,30.6,82.8651917272868,40.1625,92.88924100104383,12.75,55.57596153014359,0.0,0.0,5.1,35.70000000000001,0.0,0.0,0.0,0.0,5.1,35.7,0.0,0.0,30.6,82.8651917272868,28.05,79.78688802052628,19.125,67.16479267443621,15.3,60.55914464389336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,69.17976582787774,19.125,67.16479267443621,33.15,85.7573757760812,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6625,59.362855336902385,3.825,30.995876741915207,0.0,0.0,1.275,17.986088374074004,22.3125,72.05442279104038,0.0,0.0,0.0,0.0,0.0,0.0,0.6375,12.734052526591839,6.375,39.81186223978979,9.5625,48.44580573950649,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,3.1875,28.33111970519344,16.575,62.864094481667344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.125,67.16479267443621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.925,46.863838671197215,17.2125,63.97591221506732,4.4625,33.43685980695555,10.8375,51.44036444029144,17.85,65.06248919308267,1.9125,22.000678256590177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2875,45.21758334707861,1.9125,22.000678256590177,0.0,0.0,0.0,0.0,5.1,35.699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1875,28.33111970519344,0.0,0.0
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,35.7,9.5625,48.44580573950649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4875,66.12506970695759,7.65,43.49974137854155,3.1875,28.33111970519344,18.4875,66.12506970695759,1.9125,22.00067825659018,0.0,0.0,0.0,0.0,0.0,0.0,5.1,35.7,12.1125,54.23997459208476,1.275,17.986088374074004,0.0,0.0,0.0,0.0,0.0,0.0,12.75,55.57596153014359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2875,45.2175833470786,7.65,43.49974137854155,0.0,0.0,0.0,0.0,8.2875,45.2175833470786,8.2875,45.2175833470786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,35.7,28.05,79.78688802052628,21.675,71.11483231366013,14.025,58.13496688740778,26.775,78.1711223854436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.925,46.863838671197215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,49.96959075277683,0.0,0.0,0.0,0.0,0.0,0.0,5.1,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,35.7,5.1,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
